Author,Comment,Comment_casefolded
@Avreliza-,Gak espek ini benran nyata ya allah merinding kok ada beneran seperti ini gak bisa di jelaskan pasti kalo jadi tiara,gak espek ini benran nyata ya allah merinding kok ada beneran seperti ini gak bisa di jelaskan pasti kalo jadi tiara
@miftahuljanah411,"Gays harus di inget kita hidup selalu berdanpingan dengan alam lain, subhanaullah, maha besar kuasamu.","gays harus di inget kita hidup selalu berdanpingan dengan alam lain, subhanaullah, maha besar kuasamu."
@carniwen123,❤❤❤❤,❤❤❤❤
@carisameyra,Merinding kali aku tiap denger,merinding kali aku tiap denger
@aether_licht,Tiara gedeg bgt,tiara gedeg bgt
@NurAidah-br9se,Banyak yang yang aku pengen ceritakan k3 kk tapi lewat mana,banyak yang yang aku pengen ceritakan k3 kk tapi lewat mana
@NurAidah-br9se,Aku pernah ka 11 bulan mimpi yang sama laki2 ganteng ternyata itu genderewo aku di bawa ibu ku berobat ke ustad dan terahir lalaki2 itu berubah wujud jadi serem tinggi besar dia datang sama.perempuan dia bilang aku benci sama kamu karna kamu cantik aku mau kamu mati dan selama 11 bulan aku lupa kalo aku ngurung diri,aku pernah ka 11 bulan mimpi yang sama laki2 ganteng ternyata itu genderewo aku di bawa ibu ku berobat ke ustad dan terahir lalaki2 itu berubah wujud jadi serem tinggi besar dia datang sama.perempuan dia bilang aku benci sama kamu karna kamu cantik aku mau kamu mati dan selama 11 bulan aku lupa kalo aku ngurung diri
@034nazihanisaapertaartin4,"Kok bisa kebetulan ya. Pagi tadi sekitar jam 10 pagi aku dengar cerita kak nadia ini di lantai 2 rumahku. Sedangkan emakku lagi setrika di lantai 1. Nah tadi barusan banget emakku cerita, kalo makku lihat di tangga ada cowok. Cowok itu pakaiannya kek sultan gitu. Kek pake baju adat malaysia, yang warna bajunya itu merah. Terus di pinggangnya ada di lilit kain warna merah juga. Mirip kek pakaian adat malaysia, coba aja cari di google. Pas dengar cerita itu, aku jadi teringat tadi pagi kan lagi dengarin cerita ini. Terus aku tanya gini kan ke emakku ""Dia ganteng ga ma? Gimana wajahnya?"" tapi makku jawab ""Ga tau, ga kelihatan. Soalnya mama cuma bisa lihat dari jauh ada yang nangkring di tangga itu. Wajahnya itu ga lihat ke mama. Tapi mama lihat ke dia"". Kok bisa pas gitu ya, masa dia jauh2 datang ke indonesia. Kan ga lucu😭
Btw itu posisinya makku di lantai 1 ga denger aku lagi nonton video nadia ini ya","kok bisa kebetulan ya. pagi tadi sekitar jam 10 pagi aku dengar cerita kak nadia ini di lantai 2 rumahku. sedangkan emakku lagi setrika di lantai 1. nah tadi barusan banget emakku cerita, kalo makku lihat di tangga ada cowok. cowok itu pakaiannya kek sultan gitu. kek pake baju adat malaysia, yang warna bajunya itu merah. terus di pinggangnya ada di lilit kain warna merah juga. mirip kek pakaian adat malaysia, coba aja cari di google. pas dengar cerita itu, aku jadi teringat tadi pagi kan lagi dengarin cerita ini. terus aku tanya gini kan ke emakku ""dia ganteng ga ma? gimana wajahnya?"" tapi makku jawab ""ga tau, ga kelihatan. soalnya mama cuma bisa lihat dari jauh ada yang nangkring di tangga itu. wajahnya itu ga lihat ke mama. tapi mama lihat ke dia"". kok bisa pas gitu ya, masa dia jauh2 datang ke indonesia. kan ga lucu😭
btw itu posisinya makku di lantai 1 ga denger aku lagi nonton video nadia ini ya"
@faisalholis,Nonton ini di Thun 2024🎉😊,nonton ini di thun 2024🎉😊
@Debhoramanullang1,kesel banget sama laki yang di mimpi,kesel banget sama laki yang di mimpi
@sitivaniisran445,paling exitidee dngr pidio iniii😭😭😭😭,paling exitidee dngr pidio iniii😭😭😭😭
@Koya.cute12,Cerita ini lebih horor dari pada penampakan,cerita ini lebih horor dari pada penampakan
@rismaventi5148,"Naudzubillahimindzalik, ini menjadi pelajaran buat kita semua untuk mempertebal iman agar tidak mudah terkena tipu daya jin dan setan. Semoga kita semua terhindar dari hal seperti yg kak tiara alami.. semoga kita semua teguh iman untuk selalu taat kepada Allah,","naudzubillahimindzalik, ini menjadi pelajaran buat kita semua untuk mempertebal iman agar tidak mudah terkena tipu daya jin dan setan. semoga kita semua terhindar dari hal seperti yg kak tiara alami.. semoga kita semua teguh iman untuk selalu taat kepada allah,"
@ListriwatiListriwati,Serem bngt mimpi tiara  aku denger cerita kk nadia badan aku  rasa ny merinding dr atas sampe bawah serem,serem bngt mimpi tiara  aku denger cerita kk nadia badan aku  rasa ny merinding dr atas sampe bawah serem
@AnisSulalah-fu6hh,Ada ceritanya hampir mirip kek gini tp ada diruqiyahnya juga si istrinya judulnya apa ya kak,ada ceritanya hampir mirip kek gini tp ada diruqiyahnya juga si istrinya judulnya apa ya kak
@SalsabillaSalilo,aku suka banget nonton vidio inii ka emang udah berulangkali nonton krna emang aku suka bnget,aku suka banget nonton vidio inii ka emang udah berulangkali nonton krna emang aku suka bnget
@Nonenaa,"KAK GIMANA INIIIIII,Selama ini aku juga tida pernah pacaran dari sd-sma(btw aku sekarang SMA),aku takut kalau nasibku bakal sama kaya kak tiara","kak gimana iniiiiii,selama ini aku juga tida pernah pacaran dari sd-sma(btw aku sekarang sma),aku takut kalau nasibku bakal sama kaya kak tiara"
@MindiAfriyanti,Ending ceritanya ngegantung 😩😩,ending ceritanya ngegantung 😩😩
@AiZaBara-y4u,Tim yang nonton 2024😅🎉,tim yang nonton 2024😅🎉
@riskafransiskaromanariska,mau percayaa😢tapi kali ini ceritanya mirip bngt sama di novel app sebelah  hehehe 😮bedanya di novel gd bapak tiri ny,mau percayaa😢tapi kali ini ceritanya mirip bngt sama di novel app sebelah  hehehe 😮bedanya di novel gd bapak tiri ny
@HinataHyuga-su1pc,Pengen maki² si Tiara sumpah 😭😭😭,pengen maki² si tiara sumpah 😭😭😭
@Rayana_yH121,"Yang hidup ternyata bukan hanya dunia bumi, tapi dunia lain juga. 
Aku bener² kaget terus sangat² bingung, di antara mau percaya atau tidak 
Kalau di posisi kak tiara pasti semua nya bener² kaya mimpi trs juga bingung mau ngatasi nya gimana
Sehat² deh buat kak tiara😭😭","yang hidup ternyata bukan hanya dunia bumi, tapi dunia lain juga. 
aku bener² kaget terus sangat² bingung, di antara mau percaya atau tidak 
kalau di posisi kak tiara pasti semua nya bener² kaya mimpi trs juga bingung mau ngatasi nya gimana
sehat² deh buat kak tiara😭😭"
@SamsungRangkas-pe9xg,Ada part 2 gak si ini,ada part 2 gak si ini
@lailamufidah7867,"Pingin tau coba tes darah atau tes dna, itu anak kembarnya nurun dna nya siapa ya waaakk?","pingin tau coba tes darah atau tes dna, itu anak kembarnya nurun dna nya siapa ya waaakk?"
@amartyaW,"kak pleaseee pengen banget ini cerita dijadiin film , da gasih film kayak gini gak ketebak nbangt dsri awal sampai akhir inibceria bagus banget","kak pleaseee pengen banget ini cerita dijadiin film , da gasih film kayak gini gak ketebak nbangt dsri awal sampai akhir inibceria bagus banget"
@Kimunna01,"Baru nonton ep yng ini, menurutku ada perjanjian antara keluarga tiara dan bangsa jin. Nenek'y pasti tau, karna diawal tiara mimpi ada neneknya dan kelihatannya marah.","baru nonton ep yng ini, menurutku ada perjanjian antara keluarga tiara dan bangsa jin. nenek'y pasti tau, karna diawal tiara mimpi ada neneknya dan kelihatannya marah."
@yeniyulindawati8783,Part 2 nya dong ka 😅,part 2 nya dong ka 😅
@omnichannel3299,"heh tiara,, dari kecil udah gatel aja lu 😂😂 masa dari kecil udah tau om2 ganteng","heh tiara,, dari kecil udah gatel aja lu 😂😂 masa dari kecil udah tau om2 ganteng"
@fz2801,"na'uzubillahiminzalik semoga istri gw nanti gak sama kayak kak tiara yang tergoda sama lelaki lain di dunia mimpi dan fatalnya malah berhubungan badan sama manusia di dunia lain itu, gak kebayang sih suaminya gimana reaksi nya kalau tau mimpinya tiara kek gitu","na'uzubillahiminzalik semoga istri gw nanti gak sama kayak kak tiara yang tergoda sama lelaki lain di dunia mimpi dan fatalnya malah berhubungan badan sama manusia di dunia lain itu, gak kebayang sih suaminya gimana reaksi nya kalau tau mimpinya tiara kek gitu"
@indahsuardewi8319,keren ceritanya kak tapi kasian kak tiara,keren ceritanya kak tapi kasian kak tiara
@finarakhmatika6667,"mau cerita ke kk nadia donk
gmn cara nya?","mau cerita ke kk nadia donk
gmn cara nya?"
@raylichannel8898,Tiara freak bgt gak niat apa pen rukiah! Gatal kau tiara 🤣🤣,tiara freak bgt gak niat apa pen rukiah! gatal kau tiara 🤣🤣
@auliaahmad-e4j,"Sedikit banyaknya,saya  juga mengalami hal yang hampir serupa,, hanya saja semuanya   yang saya alami cuma di alam mimpi, tapi  yang buat saya sedikit percya, dulu waktu MTS, puncaknya saya mimpi di ajak nikah, dan di akhir ritual, leher saya di gigit persis seperti  gigitan ular, pas bangun  tidur, ternyata gigitan itu masih  ada, persis gigitsn ular, sya  bahkan pernah di ruqyah, dan dinyatakan memang benar adanya apa yang saya alami, maka dari itu sya perbanyak amalian, sama dzikir, , sya cerita ke keluarga, tapi  nggk ada yang percya, yaudah.. Saya jadikan pengalaman saya sebagai cerita, sya tuangkan apa yang sya alami di dalam novel..","sedikit banyaknya,saya  juga mengalami hal yang hampir serupa,, hanya saja semuanya   yang saya alami cuma di alam mimpi, tapi  yang buat saya sedikit percya, dulu waktu mts, puncaknya saya mimpi di ajak nikah, dan di akhir ritual, leher saya di gigit persis seperti  gigitan ular, pas bangun  tidur, ternyata gigitan itu masih  ada, persis gigitsn ular, sya  bahkan pernah di ruqyah, dan dinyatakan memang benar adanya apa yang saya alami, maka dari itu sya perbanyak amalian, sama dzikir, , sya cerita ke keluarga, tapi  nggk ada yang percya, yaudah.. saya jadikan pengalaman saya sebagai cerita, sya tuangkan apa yang sya alami di dalam novel.."
@AlinAliana-u5o,"Seru bangetttttt, aku langsung tertarik sama film nya","seru bangetttttt, aku langsung tertarik sama film nya"
@DidhaNuraida-k2m,Gmna kabarnya sekarang kakaknya? Apakah mimpinya masih berlanjut?,gmna kabarnya sekarang kakaknya? apakah mimpinya masih berlanjut?
@dianamurty5839,Siapa yg kesini gara2 dri tiktok g ada part 6😊😊,siapa yg kesini gara2 dri tiktok g ada part 6😊😊
@AlfirdaKusuma-td9kn,siapa ya sbenar nya laki laki itu penasaran. aku denger nya kesal dan knapa tiara gak ruqiyah. maaf telat banget nnton nya,siapa ya sbenar nya laki laki itu penasaran. aku denger nya kesal dan knapa tiara gak ruqiyah. maaf telat banget nnton nya
@nurAida-j6i,Cer ni bagus klw d buat muvie ni dkt wayang uishh paduuu HAHAHHA,cer ni bagus klw d buat muvie ni dkt wayang uishh paduuu hahahha
@auliee_00,"nadia ada part 2 gak!! 
soalnya cerita gak serem serem amatt wehh😭😭","nadia ada part 2 gak!! 
soalnya cerita gak serem serem amatt wehh😭😭"
@Fykdargkiho,Kaya  cerita Novel²😭😭🤍,kaya  cerita novel²😭😭🤍
@PinorinandoSSi,"Ini yng paling seru,,, tiara bisa busa lu ya 😂😂😂","ini yng paling seru,,, tiara bisa busa lu ya 😂😂😂"
@mmaAuren2,kasian sm suami tiara,kasian sm suami tiara
@wulandariwulan5983,"Rasa berimajinasi, klo aku begitu gimana y😂","rasa berimajinasi, klo aku begitu gimana y😂"
@RifeniJulianti,ada yang nonton ulang di 2024 juga?😂😂,ada yang nonton ulang di 2024 juga?😂😂
@najwafzzurhal,ka nad mau tanya truss suaminya kak tiara itu gk curiga klo itu bukan anak mereka kn beda muka,ka nad mau tanya truss suaminya kak tiara itu gk curiga klo itu bukan anak mereka kn beda muka
@Shalina_Putri,"Hallo ka nad
Aku juga pernah bermimpi HB dengan orng yg ga aku kenal tpi muka nya mirip banget calon aku, tpi di setiap HB itu aku kayak sadar kalau ini mimpi dan orang yg bersama aku itu bukan manusia 
Pokoknya setiap kali aku mimpi HB itu aku yakin itu mimpi dan bukan nyata. Aku berusaha buat menghindar dan ingin bangun tapi dia tetal memaksa ku
Dan tiap kali aku mimpi itu selalu dalam keadaan HAID tpi saat haid hari ke 5 atau 6","hallo ka nad
aku juga pernah bermimpi hb dengan orng yg ga aku kenal tpi muka nya mirip banget calon aku, tpi di setiap hb itu aku kayak sadar kalau ini mimpi dan orang yg bersama aku itu bukan manusia 
pokoknya setiap kali aku mimpi hb itu aku yakin itu mimpi dan bukan nyata. aku berusaha buat menghindar dan ingin bangun tapi dia tetal memaksa ku
dan tiap kali aku mimpi itu selalu dalam keadaan haid tpi saat haid hari ke 5 atau 6"
@RiaRahmawati-bm8bi,Sumpah mbak seru bngt ya Allah seru bngt gak bisa berkata-kata 😊,sumpah mbak seru bngt ya allah seru bngt gak bisa berkata-kata 😊
@aisyahnurrizki3362,✨✨✨✨✨✨💯🤭😁,✨✨✨✨✨✨💯🤭😁
@AdinInfinix-y6x,Pliss ini kyk cerita fantasi,pliss ini kyk cerita fantasi
@nunungqadariyah4242,"Aku pernah baca di fizzo novel judulnya "" Hamil anak pangeran dari alam ghoib ""  sedikit sama ceritanya kya gini ,,,","aku pernah baca di fizzo novel judulnya "" hamil anak pangeran dari alam ghoib ""  sedikit sama ceritanya kya gini ,,,"
@nunungqodariah9106,"Udh pernah baca novelnya di fizzo novel , sedikit persis seperti ini ,,,😅","udh pernah baca novelnya di fizzo novel , sedikit persis seperti ini ,,,😅"
@wildanfawaid6767,Tiara kayaknya menikmati,tiara kayaknya menikmati
@DefiKencana-l7e,Bagus banget kak walaupun baru nonton tahun 2024,bagus banget kak walaupun baru nonton tahun 2024
@DefiKencana-l7e,Bagus banget kak walaupun baru nonton tahun 2024,bagus banget kak walaupun baru nonton tahun 2024
@DefiKencana-l7e,Bagus banget kak cerita nya walaupun baru nonton 2024❤❤😊😊,bagus banget kak cerita nya walaupun baru nonton 2024❤❤😊😊
@avikalestari9306,akuuu jadii kepoo muka anaknya 😢,akuuu jadii kepoo muka anaknya 😢
@rosalinda129,kak😭😭😭,kak😭😭😭
@putridhenia589,Kelanjutan hidup si tiara gimana kak nad?,kelanjutan hidup si tiara gimana kak nad?
@AnggunYulia-q2j,"Ini suaminya liat enggaak sih😢, apa sampai skrg gak tauu","ini suaminya liat enggaak sih😢, apa sampai skrg gak tauu"
@rikamaryam2983,Ter epic😭,ter epic😭
@seeembem3864,Q pny cerita kak gmn mau cerita ny,q pny cerita kak gmn mau cerita ny
@bianvebiani2112,berarti realm quantum memang nyata ya,berarti realm quantum memang nyata ya
@sililiput_888,"Cerita gk d anggep tuh sakit bgt.dia d sia sia in suami nya.malah d bahagiain jin,sedih bgt.yah","cerita gk d anggep tuh sakit bgt.dia d sia sia in suami nya.malah d bahagiain jin,sedih bgt.yah"
@NurHidayah-u8x4g,"Kk dulu aku juga bermimpi terjebak di sebuah gua tapi di goa itu seakan oksigen semakin menipis aku teriak minta tolong tapi tidak ada siapa""pas sudah putus asa tiba""muncul seorang laki"" Dan dia berkata dia bisa membawaku keluar dari goa tersebut tetapi dengan syarat menikah dengannya di situ saya benar""putus asa karena susah bernapas jadi saya iya in aja saya mengucap kan janji dalam pikiran saya hanya ingin keluar saja dari goa tersebut itu mimpi saya apakah tidak apa""kk mohon di jawab","kk dulu aku juga bermimpi terjebak di sebuah gua tapi di goa itu seakan oksigen semakin menipis aku teriak minta tolong tapi tidak ada siapa""pas sudah putus asa tiba""muncul seorang laki"" dan dia berkata dia bisa membawaku keluar dari goa tersebut tetapi dengan syarat menikah dengannya di situ saya benar""putus asa karena susah bernapas jadi saya iya in aja saya mengucap kan janji dalam pikiran saya hanya ingin keluar saja dari goa tersebut itu mimpi saya apakah tidak apa""kk mohon di jawab"
@zeexyll,"kasian banget tiara pasti gaperna rasain mimpi jatoh kagetnya sampe kebengun, dia juga pasti gaperna rasain mimpi pas demam😁","kasian banget tiara pasti gaperna rasain mimpi jatoh kagetnya sampe kebengun, dia juga pasti gaperna rasain mimpi pas demam😁"
@FitriAni-q3h,Menurutku ini fantasi penulisnya kak,menurutku ini fantasi penulisnya kak
@MuhammadHilmyfadillah-vw5vi,Emang anjing tiara,emang anjing tiara
@praadnassy4965,"full merindinggg tapii sukaa, sambil ngebayangin si pria itu se ganteng apa😭😭. 
*suka bukan berarti pgn ngalamin juga ya guys🙏🏻🙏🏻","full merindinggg tapii sukaa, sambil ngebayangin si pria itu se ganteng apa😭😭. 
*suka bukan berarti pgn ngalamin juga ya guys🙏🏻🙏🏻"
@TimeTo-zt3nd,"43:45 selama ini, ini yg paling aku takutin","43:45 selama ini, ini yg paling aku takutin"
@anjel-30512,ini ceritaa yg palingg plotwiss,ini ceritaa yg palingg plotwiss
@emetemet9656,"Aku pernah mengalami ini aku jadi gabisa membedakan yg mana mimpi dan yg nyata, aku selalu mimpi memakai kebaya berulang2 dan dalam acara pernikahan cengkraman tangan dan nafas nya sampai sekarang masih terasa jelas di telingaku, dan peristiwa itu membuat aku hampir gila aku bingung dengan semua yg terjadi sampai saat aku memutuskan untuk menikah dia datang untuk terakhir kalinya, di saat itu aku yakin aku tidak bermimpi cuma tidak bisa menggerakkan badan ku aku hanya bisa melihatnya membuka pintu menarik gorden kamarku dan masuk ke dalam kamarku dia seperti orang yg terlihat marah, dan dia lalu menekan dadaku sampai aku sulit bernafas mungkin di malam itu dia ingin membunuh ku agar dia bisa membawaku, tapi aku bisa menggerakkan jari kakiku sambil hatiku membaca semua doa yg aku bisa, aku terbangun lalu reflex memegang badannya yg penuh dengan bulu😭 lalu dia menekan dada ku lagi sampai aku tidak bisa bernafas lagi dan aku mencoba melakukan hal yg sama lagi yaitu menggerakkan jari kakiku dan dan membaca Ayat suci alquran dan aku berhasil bangun aku langsung berlari keluar dari kamarku aku merasa sangat takut😭 dan di saat sudah menikah pun aku pernah keguguran 2x dan anakku setiap pulang kerumahku dari baru lahir sampai sekarang anakku selalu menangis kejer saat tidur di bekas kamarku saat masih gadis dan di saat anakku menagis selalu menunjuk pojokan jendela kamar dan aku merasakan hal yg sama takut dan seperti ingin menangis tapi bingung gatau kenapa rasanya di dada tu sesak  dan pengen teriak","aku pernah mengalami ini aku jadi gabisa membedakan yg mana mimpi dan yg nyata, aku selalu mimpi memakai kebaya berulang2 dan dalam acara pernikahan cengkraman tangan dan nafas nya sampai sekarang masih terasa jelas di telingaku, dan peristiwa itu membuat aku hampir gila aku bingung dengan semua yg terjadi sampai saat aku memutuskan untuk menikah dia datang untuk terakhir kalinya, di saat itu aku yakin aku tidak bermimpi cuma tidak bisa menggerakkan badan ku aku hanya bisa melihatnya membuka pintu menarik gorden kamarku dan masuk ke dalam kamarku dia seperti orang yg terlihat marah, dan dia lalu menekan dadaku sampai aku sulit bernafas mungkin di malam itu dia ingin membunuh ku agar dia bisa membawaku, tapi aku bisa menggerakkan jari kakiku sambil hatiku membaca semua doa yg aku bisa, aku terbangun lalu reflex memegang badannya yg penuh dengan bulu😭 lalu dia menekan dada ku lagi sampai aku tidak bisa bernafas lagi dan aku mencoba melakukan hal yg sama lagi yaitu menggerakkan jari kakiku dan dan membaca ayat suci alquran dan aku berhasil bangun aku langsung berlari keluar dari kamarku aku merasa sangat takut😭 dan di saat sudah menikah pun aku pernah keguguran 2x dan anakku setiap pulang kerumahku dari baru lahir sampai sekarang anakku selalu menangis kejer saat tidur di bekas kamarku saat masih gadis dan di saat anakku menagis selalu menunjuk pojokan jendela kamar dan aku merasakan hal yg sama takut dan seperti ingin menangis tapi bingung gatau kenapa rasanya di dada tu sesak  dan pengen teriak"
